playerName,Team,OverallRating,playerImg,TeamImg,FlagImg,Nation,Pace,Shooting,Passing,Dribbling,Defending,Physicality
Henrikh Mkhitaryan,Inter,81,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p192883.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3P2xBSe9ichAyoiP8uzR7t/271e45d5b480a9ec7d42200e85677d79/44.png,https://images.ctfassets.net/rs6bgs1g8dbr/5eCsdRmotFJLJo811f0Off/6c5b2672b6a25c9aaeea6c53d6f538c5/f_3.png,Armenia,784,79,791,83,56,72
Felipe Anderson,Latium,81,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p201995.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3bAH16oyMK2cTl3Vpf29Z5/7fc0c85c8544ed967ec2509d169a51e3/115841.png,https://images.ctfassets.net/rs6bgs1g8dbr/3Rwp4RzPbtNP3FHh21UXAG/1d1cf1b849dfaeb232744c8c725d93b6/f_54.png,Brazil,872,783,77,852,638,7310
Matteo Politano,Napoli FC,81,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p216409.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/40PGLIPk7e71KQC6Sl1q7H/87a8e32ef6de16632b0bf74af3b3b833/116365.png,https://images.ctfassets.net/rs6bgs1g8dbr/EHrJWMzTNIVkWKssiD4Oc/366d836ba975be3d6abf7d3ffdebbb3f/f_27.png,Italy,83,77,78,84,42,55
Amir Rrahmani,Napoli FC,81,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p244263.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/40PGLIPk7e71KQC6Sl1q7H/87a8e32ef6de16632b0bf74af3b3b833/116365.png,https://images.ctfassets.net/rs6bgs1g8dbr/cTnPxFtUJW5RZxZvTnKbj/b78860f9781e2ab99295c29443a25469/f_219.png,Kosovo,632,51,58,621,831,80
Fabián Ruiz,Paris SG,81,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p226271.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/65jMMhRXpQl9A65F6kQtBe/c7b08b18574c48533c1526783bd9b601/73.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,556,781,791,803,74,72
Xaver Schlager,RB Leipzig,81,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p233195.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4JUfthPSJXlhOAcEl7Izgb/0577cc3edc3fedbfa511d6c6332b6e28/112172.png,https://images.ctfassets.net/rs6bgs1g8dbr/3bg83r6RvRyBDVYHtgg2xb/a485aa53dc1601dde6ef38461b136af3/f_4.png,Austria,747,70,741,781,752,801
Mário Rui,Napoli FC,81,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p204614.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/40PGLIPk7e71KQC6Sl1q7H/87a8e32ef6de16632b0bf74af3b3b833/116365.png,https://images.ctfassets.net/rs6bgs1g8dbr/2lrwEhKVgf1yqaNPErE17U/827ef25bd1820ad5c65b278a021e9d86/f_38.png,Portugal,811,574,774,802,763,683
Leandro Trossard,Arsenal,81,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p207421.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/RrovHfxo1AFm2Fsfl50kN/1b45151487917b5375e2698abbce260a/1.png,https://images.ctfassets.net/rs6bgs1g8dbr/285bLwP3RuTmDmniPEqYn8/8fa66478d339a776a696563fcd3e2005/f_7.png,Belgium,811,802,782,843,30,611
Manuel Ugarte,Paris SG,81,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p253306.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/65jMMhRXpQl9A65F6kQtBe/c7b08b18574c48533c1526783bd9b601/73.png,https://images.ctfassets.net/rs6bgs1g8dbr/4fGYxsJVNmxNUml4L5DpGb/6ae8147d2d002a8a3db6a6100e58dd6d/f_60.png,Uruguay,72,641,732,77,774,804
Lucas Vázquez,Real Madrid,81,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p208618.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7ji8sU96bLJDrvUG9LhZfs/79c637e0af422fec5e4d76c513fbd0dd/243.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,811,73,801,80,73,69
Karim Adeyemi,Borussia Dortmund,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p251852.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/GQTDDz0ijHzyTASt7DvFm/55446801ef41d55533b82c26c1d1e56f/22.png,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,Germany,963,771,715,813,3410,682
Julián Álvarez,Manchester City,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p246191.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/hn2H64k3KVpJ3Wqpyleus/2d33f6e09f42515c20dd2a70600a3c26/10.png,https://images.ctfassets.net/rs6bgs1g8dbr/2WDsnQSFUeeDtN5E5VaRtQ/fd880af45fc99e56aac677d6bf583d77/f_52.png,Argentina,793,811,76,83,55,761
Pepê,FC Porto,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p238896.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7e1BdoHLY0BxzU1Y9t2NZ9/e83ac2aecea93bbad781d7abf69a1c8b/236.png,https://images.ctfassets.net/rs6bgs1g8dbr/3Rwp4RzPbtNP3FHh21UXAG/1d1cf1b849dfaeb232744c8c725d93b6/f_54.png,Brazil,861,682,713,833,6230,607
Marko Arnautović,Inter,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p184200.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3P2xBSe9ichAyoiP8uzR7t/271e45d5b480a9ec7d42200e85677d79/44.png,https://images.ctfassets.net/rs6bgs1g8dbr/3bg83r6RvRyBDVYHtgg2xb/a485aa53dc1601dde6ef38461b136af3/f_4.png,Austria,744,793,781,79,44,802
Ramy Bensebaini,Borussia Dortmund,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p224196.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/GQTDDz0ijHzyTASt7DvFm/55446801ef41d55533b82c26c1d1e56f/22.png,https://images.ctfassets.net/rs6bgs1g8dbr/upLf2W4ZmMbG82nBY8MYx/46eed0086e8236748e71cd182f288628/f_97.png,Algeria,777,706,72,773,793,79
Deyna Castellanos,Manchester City,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p268303.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/1jvffbZxBKNqAaDMGf80Rm/e9c1794885ea8e5a7dfd33e493fa0617/116017.png,https://images.ctfassets.net/rs6bgs1g8dbr/6pfSJoxoHhrE09if4JAair/4ac57f9305edf25390ff58d81f269637/f_61.png,Venezuela,74,83,77,83,55,70
Juan Cuadrado,Inter,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p193082.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3P2xBSe9ichAyoiP8uzR7t/271e45d5b480a9ec7d42200e85677d79/44.png,https://images.ctfassets.net/rs6bgs1g8dbr/4auBydvTumO3h2pNxerBnv/5a8308ed1d944149b24b5b9638d7e30d/f_56.png,Colombia,882,732,78,843,742,684
Matteo Darmian,Inter,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p184392.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3P2xBSe9ichAyoiP8uzR7t/271e45d5b480a9ec7d42200e85677d79/44.png,https://images.ctfassets.net/rs6bgs1g8dbr/EHrJWMzTNIVkWKssiD4Oc/366d836ba975be3d6abf7d3ffdebbb3f/f_27.png,Italy,71,59,733,76,832,712
Tainara,FC Bayern München,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p267677.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3ujYoAxLD1NXbkS5aAun26/7381ac721e2c34bfb5d41112c86fb357/115995.png,https://images.ctfassets.net/rs6bgs1g8dbr/3Rwp4RzPbtNP3FHh21UXAG/1d1cf1b849dfaeb232744c8c725d93b6/f_54.png,Brazil,59,39,66,69,82,73
Brahim,Real Madrid,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p231410.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7ji8sU96bLJDrvUG9LhZfs/79c637e0af422fec5e4d76c513fbd0dd/243.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,813,712,771,831,30,491
Eljif Elmas,Napoli FC,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p241390.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/40PGLIPk7e71KQC6Sl1q7H/87a8e32ef6de16632b0bf74af3b3b833/116365.png,https://images.ctfassets.net/rs6bgs1g8dbr/70C19pVztHOJf8PNP92s37/6f5a5a7df83adfe11fa42cd34dee2922/f_19.png,North Macedonia,751,732,762,841,66,69
Aritz Elustondo,Real Sociedad,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p226221.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3kY5i6htFsfl6nLjvzqRaM/7179d55f421f6776dd54d66a985b07f8/457.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,64,39,641,611,802,771
Emil Forsberg,RB Leipzig,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p208448.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4JUfthPSJXlhOAcEl7Izgb/0577cc3edc3fedbfa511d6c6332b6e28/112172.png,https://images.ctfassets.net/rs6bgs1g8dbr/7vUEmhKkNiLDphHke6I06M/8f6b05ca7c6dea978d19a05d56dfc708/f_46.png,Sweden,656,73,821,821,361,611
Davide Frattesi,Inter,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p239807.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3P2xBSe9ichAyoiP8uzR7t/271e45d5b480a9ec7d42200e85677d79/44.png,https://images.ctfassets.net/rs6bgs1g8dbr/EHrJWMzTNIVkWKssiD4Oc/366d836ba975be3d6abf7d3ffdebbb3f/f_27.png,Italy,79,712,782,811,683,701
Niclas Füllkrug,Borussia Dortmund,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p205431.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/GQTDDz0ijHzyTASt7DvFm/55446801ef41d55533b82c26c1d1e56f/22.png,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,Germany,621,837,708,744,404,784
Lola Gallardo,Atlético de Madrid,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p227204.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/6V0IFEKdMNKwAAplLRsG5W/4762db75ba439097af660b232366d4fd/116327.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,81,75,77,82,51,80
Oriane Jean-François,Paris SG,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p264969.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4r9goBnTm93zsfgczNg8tb/73db81a08853283600ce3a2fd8468b41/116034.png,https://images.ctfassets.net/rs6bgs1g8dbr/5Il39kdF0vuuJ1Gc18R7Ww/b982b6f565d2d59fe0dc61e5ca620092/f_18.png,France,74,67,71,72,79,78
Takefusa Kubo,Real Sociedad,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p237681.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3kY5i6htFsfl6nLjvzqRaM/7179d55f421f6776dd54d66a985b07f8/457.png,https://images.ctfassets.net/rs6bgs1g8dbr/54a8z8uvWxRQwutz8aQU7h/b92043c408129341f79533808f9a6e6d/f_163.png,Japan,845,7510,767,833,401,607
Vitinha,Paris SG,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p255253.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/65jMMhRXpQl9A65F6kQtBe/c7b08b18574c48533c1526783bd9b601/73.png,https://images.ctfassets.net/rs6bgs1g8dbr/2lrwEhKVgf1yqaNPErE17U/827ef25bd1820ad5c65b278a021e9d86/f_38.png,Portugal,694,68,79,852,703,6611
Adam Marušić,Latium,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p224031.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3bAH16oyMK2cTl3Vpf29Z5/7fc0c85c8544ed967ec2509d169a51e3/115841.png,https://images.ctfassets.net/rs6bgs1g8dbr/4aUsqR2fedcOXeQcnUoPPm/66f0ea551537d621bf6a3d7d0a7d358f/f_15.png,Montenegro,884,66,67,74,761,823
Carmen Menayo,Atlético de Madrid,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p272112.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/6V0IFEKdMNKwAAplLRsG5W/4762db75ba439097af660b232366d4fd/116327.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,78,47,68,71,80,76
Saúl,Atlético de Madrid,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p208421.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/452jAa9UhkaM3gXX81Roqk/ec88e48a2b43d5e7a3fef6a38c96c16f/240.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,69,76,761,781,771,751
Gonçalo Ramos,Paris SG,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p256903.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/65jMMhRXpQl9A65F6kQtBe/c7b08b18574c48533c1526783bd9b601/73.png,https://images.ctfassets.net/rs6bgs1g8dbr/2lrwEhKVgf1yqaNPErE17U/827ef25bd1820ad5c65b278a021e9d86/f_38.png,Portugal,77,785,651,773,477,822
David Raya,Arsenal,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p220901.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/RrovHfxo1AFm2Fsfl50kN/1b45151487917b5375e2698abbce260a/1.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,804,784,822,825,574,805
Sergi Roberto,FC Barcelona,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p199564.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4OJIzFZkwqt9zviE8fTl6A/e20b4e9d5e3737b4cfcee2d7e9d03ce4/241.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,74,63,79,77,75,731
Oriol Romeu,FC Barcelona,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p199576.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4OJIzFZkwqt9zviE8fTl6A/e20b4e9d5e3737b4cfcee2d7e9d03ce4/241.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,432,5410,697,672,791,823
Marcel Sabitzer,Borussia Dortmund,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p204923.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/GQTDDz0ijHzyTASt7DvFm/55446801ef41d55533b82c26c1d1e56f/22.png,https://images.ctfassets.net/rs6bgs1g8dbr/3bg83r6RvRyBDVYHtgg2xb/a485aa53dc1601dde6ef38461b136af3/f_4.png,Austria,693,81,801,801,726,751
Kieran Tierney,Real Sociedad,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p226491.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3kY5i6htFsfl6nLjvzqRaM/7179d55f421f6776dd54d66a985b07f8/457.png,https://images.ctfassets.net/rs6bgs1g8dbr/7eFwNyL2kYdVCHj8wqEySc/26c7e6057100962e21ec2866af986f20/f_42.png,Scotland,804,60,75,78,76,754
Hamari Traoré,Real Sociedad,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p219789.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3kY5i6htFsfl6nLjvzqRaM/7179d55f421f6776dd54d66a985b07f8/457.png,https://images.ctfassets.net/rs6bgs1g8dbr/37TFeHdgzNyfXqu8jHcS73/968fdf64d9d5d2e712e689f793ff4911/f_126.png,Mali,821,57,72,76,75,78
André Silva,Real Sociedad,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p228941.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3kY5i6htFsfl6nLjvzqRaM/7179d55f421f6776dd54d66a985b07f8/457.png,https://images.ctfassets.net/rs6bgs1g8dbr/2lrwEhKVgf1yqaNPErE17U/827ef25bd1820ad5c65b278a021e9d86/f_38.png,Portugal,74,803,70,811,461,771
Benjamin White,Arsenal,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p231936.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/RrovHfxo1AFm2Fsfl50kN/1b45151487917b5375e2698abbce260a/1.png,https://images.ctfassets.net/rs6bgs1g8dbr/4BVs0BAE16wJ4ihZS72xv8/5f2bab28b731170d875d4b0dd66b3664/f_14.png,England,722,301,703,742,821,771
Sarah Zadrazil,FC Bayern München,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p264903.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3ujYoAxLD1NXbkS5aAun26/7381ac721e2c34bfb5d41112c86fb357/115995.png,https://images.ctfassets.net/rs6bgs1g8dbr/3bg83r6RvRyBDVYHtgg2xb/a485aa53dc1601dde6ef38461b136af3/f_4.png,Austria,56,66,72,79,75,77
Oleksandr Zinchenko,Arsenal,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p227813.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/RrovHfxo1AFm2Fsfl50kN/1b45151487917b5375e2698abbce260a/1.png,https://images.ctfassets.net/rs6bgs1g8dbr/6B6dfxqWnBfv5OGdXqIoGy/39af824aefc90460f6a9a81a78a170af/f_49.png,Ukraine,662,661,833,833,781,69
Zubeldia,Real Sociedad,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p233738.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3kY5i6htFsfl6nLjvzqRaM/7179d55f421f6776dd54d66a985b07f8/457.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,727,63,741,733,802,812
Zubimendi,Real Sociedad,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p248148.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3kY5i6htFsfl6nLjvzqRaM/7179d55f421f6776dd54d66a985b07f8/457.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,645,651,74,751,781,711
Marcos Alonso,FC Barcelona,79,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p192638.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4OJIzFZkwqt9zviE8fTl6A/e20b4e9d5e3737b4cfcee2d7e9d03ce4/241.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,512,74,811,77,782,761
Emil Audero,Inter,79,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p228413.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3P2xBSe9ichAyoiP8uzR7t/271e45d5b480a9ec7d42200e85677d79/44.png,https://images.ctfassets.net/rs6bgs1g8dbr/EHrJWMzTNIVkWKssiD4Oc/366d836ba975be3d6abf7d3ffdebbb3f/f_27.png,Italy,80,74,73,831,53,76
Azpilicueta,Atlético de Madrid,79,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p184432.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/452jAa9UhkaM3gXX81Roqk/ec88e48a2b43d5e7a3fef6a38c96c16f/240.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,613,55,76,72,813,733
Estefanía Banini,Atlético de Madrid,79,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p246356.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/6V0IFEKdMNKwAAplLRsG5W/4762db75ba439097af660b232366d4fd/116327.png,https://images.ctfassets.net/rs6bgs1g8dbr/2WDsnQSFUeeDtN5E5VaRtQ/fd880af45fc99e56aac677d6bf583d77/f_52.png,Argentina,76,80,80,81,64,61
Christoph Baumgartner,RB Leipzig,79,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p242187.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4JUfthPSJXlhOAcEl7Izgb/0577cc3edc3fedbfa511d6c6332b6e28/112172.png,https://images.ctfassets.net/rs6bgs1g8dbr/3bg83r6RvRyBDVYHtgg2xb/a485aa53dc1601dde6ef38461b136af3/f_4.png,Austria,75,731,741,811,451,593
Walter Benítez,PSV,79,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p215223.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5C7ugikXTsPFTElZkD3xAU/9da6a26432b668026acab4f8ac88c89e/247.png,https://images.ctfassets.net/rs6bgs1g8dbr/2WDsnQSFUeeDtN5E5VaRtQ/fd880af45fc99e56aac677d6bf583d77/f_52.png,Argentina,791,772,72,821,3711,791
Marta Cardona,Atlético de Madrid,79,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p253437.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/6V0IFEKdMNKwAAplLRsG5W/4762db75ba439097af660b232366d4fd/116327.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,78,76,75,79,26,62
Nicolò Casale,Latium,79,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p239770.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3bAH16oyMK2cTl3Vpf29Z5/7fc0c85c8544ed967ec2509d169a51e3/115841.png,https://images.ctfassets.net/rs6bgs1g8dbr/EHrJWMzTNIVkWKssiD4Oc/366d836ba975be3d6abf7d3ffdebbb3f/f_27.png,Italy,773,53,66,691,803,792
Valentin Castellanos,Latium,79,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p237712.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3bAH16oyMK2cTl3Vpf29Z5/7fc0c85c8544ed967ec2509d169a51e3/115841.png,https://images.ctfassets.net/rs6bgs1g8dbr/2WDsnQSFUeeDtN5E5VaRtQ/fd880af45fc99e56aac677d6bf583d77/f_52.png,Argentina,762,792,691,763,421,782
Dani Ceballos,Real Madrid,79,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p222509.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7ji8sU96bLJDrvUG9LhZfs/79c637e0af422fec5e4d76c513fbd0dd/243.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,635,713,781,82,704,671
Jovana Damnjanović,FC Bayern München,79,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p264890.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3ujYoAxLD1NXbkS5aAun26/7381ac721e2c34bfb5d41112c86fb357/115995.png,https://images.ctfassets.net/rs6bgs1g8dbr/2FEGjkYVxKR5rKjPaAEmOS/15cdaa7df795b3ed40e120fa84b11cab/f_51.png,Serbia,77,77,70,75,43,78
Luuk de Jong,PSV,79,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p189805.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5C7ugikXTsPFTElZkD3xAU/9da6a26432b668026acab4f8ac88c89e/247.png,https://images.ctfassets.net/rs6bgs1g8dbr/4uNbG6XOZIntXSyvoqzfAN/611b3238ff441ce8440cc7643632fa0f/f_34.png,Holland,417,791,71,711,46,77
